ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
21623,HX491772,11/02/2014 04:47:00 AM,015XX W 72ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,007,17,67,01A,1167082,1856645,2014,08/17/2015 03:03:40 PM,41.762189803,-87.663184929,"(41.76219, -87.663185)"
22212,HY175983,03/08/2015 03:00:00 AM,003XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1124,011,28,27,01A,,,2015,12/10/2015 03:54:20 PM,,,
21981,F218264,07/11/2015 01:45:00 AM,003XX N LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1523,015,28,25,01A,1140650,1901706,2015,05/04/2016 03:46:16 PM,41.886368384,-87.758959007,"(41.886368, -87.758959)"
20859,HW254987,05/01/2013 01:26:00 AM,019XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1024,010,24,29,01A,1153059,1890107,2013,05/11/2016 03:48:18 PM,41.854302497,-87.713697274,"(41.854302, -87.713697)"
21219,B003173,08/25/2013 07:00:00 AM,000XX W 97TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0511,005,21,49,01A,,,2013,05/17/2016 03:49:21 PM,,,
22235,HY549247,12/24/2015 07:09:00 PM,003XX W 111TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0522,005,34,49,01A,1176074,1830987,2015,06/05/2016 03:49:37 PM,41.691583891,-87.630995465,"(41.691584, -87.630995)"
20990,HW365697,07/19/2013 01:50:00 PM,057XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0712,007,16,68,01A,1170296,1866674,2013,06/15/2016 03:52:36 PM,41.789641278,-87.651113603,"(41.789641, -87.651114)"
22056,HY397947,08/26/2015 11:37:00 AM,030XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,1134,011,28,27,01A,1155960,1898002,2015,06/23/2016 03:46:04 PM,41.875909279,-87.702836558,"(41.875909, -87.702837)"
22057,HY397947,08/26/2015 02:07:00 PM,030XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,1134,011,28,27,01A,1155960,1898002,2015,06/23/2016 03:46:04 PM,41.875909279,-87.702836558,"(41.875909, -87.702837)"
21226,HX119907,01/19/2014 04:55:00 AM,091XX S COMMERCIAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0424,004,10,46,01A,1197732,1844939,2014,06/27/2016 03:50:03 PM,41.729357514,-87.551240409,"(41.729358, -87.55124)"
21227,HX119907,01/19/2014 04:55:00 AM,091XX S COMMERCIAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0424,004,10,46,01A,1197732,1844939,2014,06/27/2016 03:50:03 PM,41.729357514,-87.551240409,"(41.729358, -87.55124)"
21598,HL541246,09/02/2014 12:00:00 AM,000XX N PINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1522,015,28,25,01A,1139501,1899836,2014,07/15/2016 03:47:21 PM,41.881257892,-87.763224094,"(41.881258, -87.763224)"
21149,HW519443,11/03/2013 07:27:00 PM,044XX S RICHMOND ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0922,009,14,58,01A,1157439,1875086,2013,08/05/2016 03:48:24 PM,41.812995227,-87.698028592,"(41.812995, -87.698029)"
22430,HY551683,12/27/2015 02:05:00 PM,003XX W 116TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0522,005,34,53,01A,,,2015,04/20/2016 03:55:16 PM,,,
22215,HY405070,09/14/2015 11:33:00 PM,118XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0522,005,34,53,01A,,,2015,12/11/2015 03:56:09 PM,,,
22242,HY287885,06/08/2015 04:45:00 PM,078XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0624,006,6,69,01A,,,2015,12/29/2015 03:55:21 PM,,,
22336,HY346207,07/04/2015 04:00:00 PM,083XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0632,006,8,44,01A,,,2015,02/17/2016 04:05:35 PM,,,
22337,HY346207,07/04/2015 04:00:00 PM,083XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0632,006,8,44,01A,,,2015,02/17/2016 04:05:35 PM,,,
22335,HY346207,07/04/2015 04:00:00 PM,083XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0632,006,8,44,01A,,,2015,02/17/2016 04:05:35 PM,,,
22338,HZ148668,12/10/2015 05:30:00 PM,065XX N HOYNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2412,024,50,2,01A,,,2015,02/18/2016 03:48:58 PM,,,
21540,HX410692,09/02/2014 03:15:00 PM,043XX W 25TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1013,010,22,30,01A,1148124,1886706,2014,04/02/2016 03:46:34 PM,41.845066011,-87.731898303,"(41.845066, -87.731898)"
22407,HY471252,10/23/2015 02:01:00 PM,087XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0632,006,6,44,01A,,,2015,04/03/2016 03:49:03 PM,,,
22244,HY550751,12/28/2015 12:01:00 AM,045XX N SHERIDAN RD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1914,019,46,3,01A,1168795,1930288,2015,04/05/2016 03:51:36 PM,41.964235418,-87.654773202,"(41.964235, -87.654773)"
21908,HY291065,06/07/2015 03:50:00 AM,016XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2533,025,37,25,01A,1144091,1910384,2015,04/17/2016 03:50:45 PM,41.910117898,-87.746104545,"(41.910118, -87.746105)"
22362,HY392281,09/04/2015 04:09:00 PM,102XX S LOWE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2232,022,34,73,01A,,,2015,03/04/2016 03:46:57 PM,,,
21128,HW495229,10/16/2013 03:24:00 PM,105XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0512,005,34,49,01A,1177791,1835077,2013,04/15/2016 11:07:31 AM,41.702768847,-87.624586143,"(41.702769, -87.624586)"
20749,HW100288,01/01/2013 03:45:00 AM,007XX N NOBLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1215,012,27,24,01A,1166930,1904875,2013,08/17/2015 03:03:40 PM,41.894541113,-87.662361421,"(41.894541, -87.662361)"
20750,HW100867,01/01/2013 02:45:00 PM,045XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,true,false,0221,002,4,38,01A,1181468,1875029,2013,08/17/2015 03:03:40 PM,41.812317533,-87.609891755,"(41.812318, -87.609892)"
20751,HW101015,01/01/2013 04:56:00 PM,058XX S SACRAMENTO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0824,008,14,63,01A,1157377,1865810,2013,08/17/2015 03:03:40 PM,41.787541886,-87.698507299,"(41.787542, -87.698507)"
20752,HW101960,01/02/2013 03:15:00 PM,124XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0523,005,34,53,01A,1173906,1822480,2013,08/17/2015 03:03:40 PM,41.668287557,-87.639183666,"(41.668288, -87.639184)"
20753,HW102156,01/02/2013 06:45:00 PM,056XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GARAGE/AUTO REPAIR,false,false,0824,008,16,63,01A,1161333,1867145,2013,08/17/2015 03:03:40 PM,41.791124233,-87.683965265,"(41.791124, -87.683965)"
20754,HW105394,01/05/2013 08:06:00 AM,015XX N TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1423,014,26,24,01A,1158470,1910038,2013,08/17/2015 03:03:40 PM,41.908886162,-87.693291067,"(41.908886, -87.693291)"
20755,HW105881,01/05/2013 03:52:00 PM,055XX S LOOMIS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0713,007,16,67,01A,1167943,1867949,2013,08/17/2015 03:03:40 PM,41.793190941,-87.659704705,"(41.793191, -87.659705)"
20756,HW100786,01/05/2013 08:33:00 PM,087XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2221,022,21,71,01A,1165541,1846641,2013,08/17/2015 03:03:40 PM,41.734770191,-87.669115954,"(41.73477, -87.669116)"
20757,HW106139,01/05/2013 07:26:00 PM,083XX S KINGSTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0423,004,7,46,01A,1194622,1850112,2013,08/17/2015 03:03:40 PM,41.743629649,-87.562463183,"(41.74363, -87.562463)"
20758,HW106184,01/06/2013 11:15:00 AM,048XX W GLADYS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1533,015,24,25,01A,1144397,1897908,2013,08/17/2015 03:03:40 PM,41.875876568,-87.745294518,"(41.875877, -87.745295)"
20759,HW107214,01/06/2013 08:00:00 PM,084XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0632,006,6,44,01A,1180387,1849100,2013,08/17/2015 03:03:40 PM,41.741190698,-87.614651636,"(41.741191, -87.614652)"
20761,HW108847,01/08/2013 06:35:00 AM,040XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,1115,011,28,26,01A,1149502,1899030,2013,08/17/2015 03:03:40 PM,41.878857958,-87.726521499,"(41.878858, -87.726521)"
20762,HW109671,01/08/2013 07:05:00 PM,013XX N SEDGWICK ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1821,018,27,8,01A,1173401,1909427,2013,08/17/2015 03:03:40 PM,41.906890723,-87.638460098,"(41.906891, -87.63846)"
20764,HW111381,01/10/2013 01:06:00 AM,001XX S SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1122,011,28,26,01A,1150411,1899208,2013,08/17/2015 03:03:40 PM,41.879328725,-87.723179151,"(41.879329, -87.723179)"
20765,HW112372,01/10/2013 10:15:00 PM,020XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0333,003,5,43,01A,1191191,1858266,2013,08/17/2015 03:03:40 PM,41.766088572,-87.574770965,"(41.766089, -87.574771)"
20766,HW112637,01/10/2013 09:19:00 PM,063XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0726,007,15,67,01A,1165101,1862626,2013,08/17/2015 03:03:40 PM,41.778644591,-87.670276573,"(41.778645, -87.670277)"
20767,HW112875,01/11/2013 07:12:00 AM,004XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,26,01A,1149796,1897641,2013,08/17/2015 03:03:40 PM,41.875040676,-87.725478099,"(41.875041, -87.725478)"
20768,HW113783,01/11/2013 06:41:00 PM,026XX S RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1031,010,22,30,01A,1151797,1886181,2013,08/17/2015 03:03:40 PM,41.84355397,-87.718432537,"(41.843554, -87.718433)"
20769,HW114144,01/11/2013 11:50:00 PM,024XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,1212,012,1,24,01A,1159908,1906579,2013,08/17/2015 03:03:40 PM,41.899364823,-87.6881041,"(41.899365, -87.688104)"
20770,HW115382,01/13/2013 02:49:00 AM,013XX S HARDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1011,010,24,29,01A,1150260,1893552,2013,08/17/2015 03:03:40 PM,41.863810959,-87.723881057,"(41.863811, -87.723881)"
20771,HW116450,01/14/2013 05:03:00 AM,052XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,1522,015,29,25,01A,1141592,1898171,2013,08/17/2015 03:03:40 PM,41.876650547,-87.755587101,"(41.876651, -87.755587)"
20772,HW117848,01/15/2013 01:42:00 PM,013XX S CHRISTIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,1021,010,24,29,01A,1154245,1893619,2013,08/17/2015 03:03:40 PM,41.863916253,-87.709250452,"(41.863916, -87.70925)"
20773,HW100449,01/09/2013 09:15:00 AM,029XX W 40TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0921,009,14,58,01A,1157340,1877972,2013,08/17/2015 03:03:40 PM,41.820916786,-87.698313499,"(41.820917, -87.698313)"
20775,HW120241,01/17/2013 05:58:00 AM,048XX N KENNETH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1712,017,39,14,01A,1145819,1931947,2013,08/17/2015 03:03:40 PM,41.969256062,-87.739207483,"(41.969256, -87.739207)"
20776,HW121212,01/17/2013 05:57:00 PM,047XX W BELMONT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1731,017,30,15,01A,1144016,1920849,2013,08/17/2015 03:03:40 PM,41.938836316,-87.746116798,"(41.938836, -87.746117)"
20777,HW122808,01/18/2013 09:15:00 PM,055XX W NORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,false,false,2532,025,37,25,01A,1139466,1910094,2013,08/17/2015 03:03:40 PM,41.909407737,-87.76310227,"(41.909408, -87.763102)"
20778,HW122833,01/18/2013 09:31:00 PM,054XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0934,009,16,61,01A,1167259,1868725,2013,08/17/2015 03:03:40 PM,41.795335057,-87.66219065,"(41.795335, -87.662191)"
20781,HW124411,01/20/2013 02:12:00 AM,020XX W 69TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0735,007,17,67,01A,1163910,1858563,2013,08/17/2015 03:03:40 PM,41.767520286,-87.674756939,"(41.76752, -87.674757)"
20782,HW128614,01/23/2013 10:07:00 PM,010XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,011,27,23,01A,1150529,1906665,2013,08/17/2015 03:03:40 PM,41.899789214,-87.722550972,"(41.899789, -87.722551)"
20783,HW131095,01/25/2013 02:59:00 PM,058XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,0711,007,20,68,01A,1174958,1866092,2013,08/17/2015 03:03:40 PM,41.787941422,-87.634036893,"(41.787941, -87.634037)"
20784,HW131870,01/26/2013 02:17:00 AM,011XX S MOZART ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1135,011,28,29,01A,1157528,1895062,2013,08/17/2015 03:03:40 PM,41.867809872,-87.697159411,"(41.86781, -87.697159)"
20785,HW131920,01/26/2013 04:00:00 AM,005XX W PERSHING RD,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0915,009,11,60,01A,1173129,1879047,2013,08/17/2015 03:03:40 PM,41.82353187,-87.640360088,"(41.823532, -87.64036)"
20786,HW131920,01/26/2013 04:00:00 AM,005XX W PERSHING RD,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0915,009,11,60,01A,1173129,1879047,2013,08/17/2015 03:03:40 PM,41.82353187,-87.640360088,"(41.823532, -87.64036)"
20787,HW132598,01/26/2013 04:15:00 PM,042XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,26,01A,1148108,1897352,2013,08/17/2015 03:03:40 PM,41.874280263,-87.731683239,"(41.87428, -87.731683)"
20788,HW132598,01/26/2013 04:15:00 PM,042XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,26,01A,1148108,1897352,2013,08/17/2015 03:03:40 PM,41.874280263,-87.731683239,"(41.87428, -87.731683)"
20789,HW132962,01/26/2013 10:21:00 PM,070XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0733,007,17,68,01A,1170531,1858105,2013,08/17/2015 03:03:40 PM,41.766121798,-87.650501419,"(41.766122, -87.650501)"
20790,HW133061,01/26/2013 11:55:00 PM,025XX E 73RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0334,003,7,43,01A,1194627,1856726,2013,08/17/2015 03:03:40 PM,41.761778857,-87.562227664,"(41.761779, -87.562228)"
20793,HW135767,01/29/2013 07:55:00 AM,109XX S MACKINAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0432,004,10,52,01A,1200210,1832968,2013,08/17/2015 03:03:40 PM,41.696445942,-87.542565805,"(41.696446, -87.542566)"
20794,HW136079,01/29/2013 12:15:00 PM,074XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0323,003,6,69,01A,1181854,1855776,2013,08/17/2015 03:03:40 PM,41.759476621,-87.609070793,"(41.759477, -87.609071)"
20795,HW136256,01/29/2013 02:22:00 PM,044XX S OAKENWALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,0222,002,4,39,01A,1185405,1875735,2013,08/17/2015 03:03:40 PM,41.814162991,-87.595428829,"(41.814163, -87.595429)"
20797,HW140811,02/01/2013 08:23:00 PM,039XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VESTIBULE,false,false,1633,016,38,15,01A,1138306,1925816,2013,08/17/2015 03:03:40 PM,41.952571673,-87.766982153,"(41.952572, -87.766982)"
20798,HW142848,02/04/2013 01:45:00 PM,041XX W 30TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,010,22,30,01A,1149102,1884385,2013,08/17/2015 03:03:40 PM,41.838678033,-87.728369128,"(41.838678, -87.728369)"
20799,HW147939,02/07/2013 04:56:00 PM,023XX W 50TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0931,009,16,63,01A,1161635,1871128,2013,08/17/2015 03:03:40 PM,41.802047832,-87.682747359,"(41.802048, -87.682747)"
20800,HW148417,02/08/2013 05:35:00 AM,009XX W 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0723,007,17,68,01A,1171016,1859076,2013,08/17/2015 03:03:40 PM,41.768775762,-87.648695394,"(41.768776, -87.648695)"
20801,HW153267,02/12/2013 02:40:00 AM,050XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1532,015,28,25,01A,1142461,1903523,2013,08/17/2015 03:03:40 PM,41.891320995,-87.752263308,"(41.891321, -87.752263)"
20803,HW158173,02/15/2013 08:16:00 PM,011XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1111,011,27,23,01A,1149513,1907277,2013,08/17/2015 03:03:40 PM,41.901488393,-87.726266872,"(41.901488, -87.726267)"
20804,HW159263,02/16/2013 06:29:00 PM,024XX W CERMAK RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1034,010,25,31,01A,1160551,1889334,2013,08/17/2015 03:03:40 PM,41.852029655,-87.686219922,"(41.85203, -87.68622)"
20805,HW161400,02/18/2013 05:15:00 PM,091XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2222,022,21,73,01A,1168932,1844237,2013,08/17/2015 03:03:40 PM,41.72810078,-87.656762001,"(41.728101, -87.656762)"
20806,HW163948,02/20/2013 05:35:00 PM,081XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0631,006,8,44,01A,1183316,1851309,2013,08/17/2015 03:03:40 PM,41.747184808,-87.603851467,"(41.747185, -87.603851)"
20807,HW163948,02/20/2013 05:35:00 PM,081XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0631,006,8,44,01A,1183316,1851309,2013,08/17/2015 03:03:40 PM,41.747184808,-87.603851467,"(41.747185, -87.603851)"
20808,HW165704,02/22/2013 01:00:00 AM,066XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0725,007,17,67,01A,1166813,1860731,2013,08/17/2015 03:03:40 PM,41.773408073,-87.66405432,"(41.773408, -87.664054)"
20809,HW167787,02/23/2013 06:18:00 PM,048XX W FERDINAND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1532,015,28,25,01A,1143979,1902891,2013,08/17/2015 03:03:40 PM,41.889558369,-87.746704217,"(41.889558, -87.746704)"
20810,HW168342,02/24/2013 07:35:00 AM,001XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1533,015,28,25,01A,1144408,1899062,2013,08/17/2015 03:03:40 PM,41.879043079,-87.745225096,"(41.879043, -87.745225)"
20817,HW174518,03/01/2013 10:17:00 PM,077XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0834,008,13,70,01A,1151058,1852970,2013,08/17/2015 03:03:40 PM,41.752432543,-87.722011284,"(41.752433, -87.722011)"
20818,HW176064,03/02/2013 04:00:00 AM,004XX E 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0633,006,9,49,01A,1181059,1842084,2013,08/17/2015 03:03:40 PM,41.721922531,-87.612404805,"(41.721923, -87.612405)"
20819,HW181865,03/06/2013 09:15:00 PM,013XX N ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1422,014,26,23,01A,1152781,1908900,2013,08/17/2015 03:03:40 PM,41.905877971,-87.714220057,"(41.905878, -87.71422)"
20822,HW184145,03/08/2013 04:34:00 PM,019XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0414,004,8,46,01A,1190686,1852980,2013,08/17/2015 03:03:40 PM,41.751595549,-87.576792325,"(41.751596, -87.576792)"
20823,HW187672,03/12/2013 06:00:00 AM,065XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0321,003,20,42,01A,1183020,1861775,2013,08/17/2015 03:03:40 PM,41.775911443,-87.604611201,"(41.775911, -87.604611)"
20824,HW194557,03/16/2013 12:13:00 PM,003XX E 43RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,"CTA ""L"" PLATFORM",true,false,0213,002,3,38,01A,1178941,1876568,2013,08/17/2015 03:03:40 PM,41.816598679,-87.619113763,"(41.816599, -87.619114)"
20825,HW195075,03/16/2013 08:23:00 PM,024XX W 58TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,008,16,63,01A,1160931,1866136,2013,08/17/2015 03:03:40 PM,41.788363725,-87.685467199,"(41.788364, -87.685467)"
20826,HW196147,03/18/2013 11:40:00 AM,028XX S SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1032,010,22,30,01A,1154825,1884979,2013,08/17/2015 03:03:40 PM,41.840195509,-87.707352501,"(41.840196, -87.707353)"
20827,HW197695,03/18/2013 08:24:00 PM,048XX N DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1712,017,39,14,01A,1151844,1931945,2013,08/17/2015 03:03:40 PM,41.969133786,-87.717053461,"(41.969134, -87.717053)"
20828,HW192261,03/18/2013 07:03:00 PM,000XX W 91ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,TAXI CAB,true,false,0634,006,21,49,01A,1177565,1844643,2013,08/17/2015 03:03:40 PM,41.72902434,-87.625125567,"(41.729024, -87.625126)"
20829,HW203585,03/23/2013 12:09:00 PM,078XX S MUSKEGON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0421,004,7,43,01A,1196483,1853595,2013,08/17/2015 03:03:40 PM,41.753141314,-87.555529125,"(41.753141, -87.555529)"
20830,HW204628,03/24/2013 03:50:00 AM,114XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,2212,022,19,75,01A,1161056,1828741,2013,08/17/2015 03:03:40 PM,41.685743327,-87.686040124,"(41.685743, -87.68604)"
20832,HW210026,03/28/2013 03:34:00 PM,077XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0612,006,17,71,01A,1170655,1853491,2013,08/17/2015 03:03:40 PM,41.753457689,-87.650181219,"(41.753458, -87.650181)"
20833,HW211707,03/29/2013 08:08:00 PM,018XX N FRANCISCO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1421,014,35,22,01A,1156843,1912056,2013,08/17/2015 03:03:40 PM,41.914456879,-87.699213111,"(41.914457, -87.699213)"
20834,HW213305,03/31/2013 02:36:00 AM,013XX W HASTINGS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1233,012,2,28,01A,1167752,1893853,2013,08/17/2015 03:03:40 PM,41.864278228,-87.659660218,"(41.864278, -87.65966)"
20835,HW214698,04/01/2013 10:57:00 AM,074XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0323,003,6,69,01A,1180864,1855764,2013,08/17/2015 03:03:40 PM,41.759466507,-87.612699454,"(41.759467, -87.612699)"
20836,HW218231,04/03/2013 07:52:00 PM,001XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0232,002,20,68,01A,1176216,1865865,2013,08/17/2015 03:03:40 PM,41.787290341,-87.629431152,"(41.78729, -87.629431)"
20837,HW219139,04/04/2013 04:14:00 PM,014XX W 80TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0612,006,21,71,01A,1167945,1851693,2013,08/17/2015 03:03:40 PM,41.748582349,-87.660163933,"(41.748582, -87.660164)"
20838,HW219486,04/04/2013 07:04:00 PM,080XX S MANISTEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,004,7,46,01A,1195902,1852242,2013,08/17/2015 03:03:40 PM,41.749442973,-87.557702918,"(41.749443, -87.557703)"
20839,HW223321,04/07/2013 04:56:00 PM,022XX S LEAVITT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1034,010,25,31,01A,1162056,1888942,2013,08/17/2015 03:03:40 PM,41.850922712,-87.680707093,"(41.850923, -87.680707)"
20840,HW223608,04/07/2013 09:28:00 PM,040XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0213,002,3,38,01A,1177383,1878290,2013,08/17/2015 03:03:40 PM,41.821359386,-87.624776739,"(41.821359, -87.624777)"
20841,HW223960,04/08/2013 09:29:00 AM,074XX S DORCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,5,43,01A,1186830,1855927,2013,08/17/2015 03:03:40 PM,41.75977457,-87.59082933,"(41.759775, -87.590829)"
20842,HW227786,04/10/2013 09:03:00 PM,120XX S NORMAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,005,34,53,01A,1175134,1825129,2013,08/17/2015 03:03:40 PM,41.675529608,-87.634610841,"(41.67553, -87.634611)"
